Auction No,Issue date,Amount offered in Auction,Total bids (Competitive & Uncompetitive), Over/(Under) Subscribed ,   Face Value ,   Cost Value ,   Interest due , Date due,Duration,Implicit annual,Clearing ,Lowest Factor ,Weighted Average Price,Average Discount Factor,Money Market yield,Annualised , Rejected Amount ,Bid-to-cover
,-1, (1a) , (1b) ,,-2,-3,-4,-5,-6,-9,-10,-11,-12,-13,,,,
,22-Jul-21,"45,000,000,000","77,823,300,000","32,823,300,000","29,183,300,000","27,929,877,265","1,253,422,735",20-Jan-22,182,,,,95.705,8.614,9,9.203,"-15,816,700,000",0.649
,,,,,,,,,,,,,,,,,,
,05-Aug-21,"45,000,000,000","101,963,800,000","56,963,800,000","23,033,800,000","22,058,318,570","975,481,430",03-Feb-22,182,,,,95.765,8.493,8.869,9.066,"-21,966,200,000",0.512
,,,,,,,,,,,,,,,,,,
,19-Aug-21,"45,000,000,000","111,200,200,000","66,200,200,000","45,000,000,000","43,118,550,000","1,881,450,000",17-Feb-22,182,,,,95.819,8.385,8.751,8.943, -   ,1
,,,,,,,,,,,,,,,,,,
,02-Sep-21,"45,000,000,000","102,482,600,000","57,482,600,000","40,552,600,000","38,857,095,794","1,695,504,206",03-Mar-22,182,,,,95.819,8.385,8.751,8.943,"-4,447,400,000",0.901
,,,,,,,,,,,,,,,,,,
,16-Sep-21,"45,000,000,000","133,920,200,000","88,920,200,000","45,000,000,000","43,273,800,000","1,726,200,000",17-Mar-22,182,,,,96.164,7.693,8,8.16, -   ,1
,,,,,,,,,182,,,,,,,, -   ,
,29-Sep-21,"45,000,000,000","92,329,500,000.00","47,329,500,000","40,629,500,000","39,052,262,810","1,577,237,190",30-Mar-22,182,,,,96.118,7.785,8.1,8.264,"-4,370,500,000",0.903
,,,,,,, -   ,,182,,,,,,,, -   ,
,13-Oct-21,"40,000,000,000","85,474,700,000","45,474,700,000","15,074,700,000","14,473,370,217","601,329,783",13-Apr-22,182,,,,96.011,8,8.332,8.506,"-24,925,300,000",0.377
,,,,,,, -   ,,,,,,,,,, -   ,
,27-Oct-21,"40,000,000,000","66,310,800,000","26,310,800,000","40,000,000,000","38,388,400,000","1,611,600,000",27-Apr-22,182,,,,95.971,8.08,8.419,8.597, -   ,1
,,,,,,,,,,,,,,,,, -   ,
,10-Nov-21,"40,000,000,000","59,545,100,000","19,545,100,000","23,545,100,000","22,587,756,234","957,343,766",11-May-22,182,,,,95.934,8.154,8.5,8.681,"-16,454,900,000",0.589
,,,,,,,,,,,,,,,,, -   ,
,24-Nov-21,"40,000,000,000","54,288,300,000","14,288,300,000","30,788,300,000","29,508,122,486","1,280,177,514",25-May-22,182,,,,95.842,8.339,8.701,8.89,"-9,211,700,000",0.77
,,,,,,,,,,,,,,,,,,
,09-Dec-21,"40,000,000,000","69,822,800,000","29,822,800,000","37,822,800,000","36,284,924,952","1,537,875,048",09-Jun-22,182,,,,95.934,8.154,8.5,8.681,"-2,177,200,000",0.946
,,,, -   ,,,,,,,,,,,,,,
,23-Dec-21,"40,000,000,000","62,853,300,000","22,853,300,000","29,853,300,000","28,644,241,350","1,209,058,650",23-Jun-22,182,,,,95.95,8.122,8.465,8.645,"-10,146,700,000",0.746
,,,, -   ,,,,,,,,,,,,,,
,06-Jan-22,"40,000,000,000","56,872,400,000","16,872,400,000","18,872,400,000","18,113,729,520","758,670,480",07-Jul-22,182,,,,95.98,8.062,8.4,8.577,"-21,127,600,000",0.472
,,,, -   ,,,,,,,,,,,,, -   ,
,20-Jan-22,"40,000,000,000","68,474,400,000","28,474,400,000","39,974,400,000","38,367,429,120","1,606,970,880",21-Jul-22,182,,,,95.98,8.062,8.4,8.577,"-25,600,000",0.999
,,,, -   ,,,,,,,,,,,,, -   ,
,03-Feb-22,"40,000,000,000","56,633,000,000","16,633,000,000","34,133,000,000","32,760,853,400","1,372,146,600",04-Aug-22,182,,,,95.98,8.062,8.4,8.577,"-5,867,000,000",0.853
,,,, -   ,,,,,,,,,,,,, -   ,
,18-Feb-22,"40,000,000,000","66,166,700,000","26,166,700,000","35,166,700,000","33,752,998,660","1,413,701,340",19-Aug-22,182,,,,95.98,8.062,8.4,8.577,"-4,833,300,000",0.879
,,,, -   ,,,,,,,,,,,,, -   ,
,03-Mar-22,"40,000,000,000","56,104,400,000","16,104,400,000","30,904,400,000","29,662,043,120","1,242,356,880",01-Sep-22,182,,,,95.98,8.062,8.4,8.577,"-9,095,600,000",0.773
,,,, -   ,,,,,,,,,,,,, -   ,
,17-Mar-22,"40,000,000,000","50,409,400,000","10,409,400,000","12,209,400,000","11,728,471,734","480,928,266",15-Sep-22,182,,,,96.061,7.9,8.224,8.393,"-27,790,600,000",0.305
,,,, -   ,,,,,,,,,,,,, -   ,
,31-Mar-22,"40,000,000,000","89,093,300,000","49,093,300,000","23,098,300,000","22,198,159,249","900,140,751",29-Sep-22,182,,,,96.103,7.815,8.132,8.298,"-16,901,700,000",0.577
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,14-Apr-22,"30,000,000,000","48,572,100,000","18,572,100,000","21,822,100,000","20,981,076,266","841,023,734",13-Oct-22,182,,,,96.146,7.729,8.039,8.201,"-8,177,900,000",0.727
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,28-Apr-22,"30,000,000,000","57,422,400,000","27,422,400,000","31,672,400,000","30,457,446,736","1,214,953,264",27-Oct-22,182,,,,96.164,7.693,8,8.16,"1,672,400,000",1.056
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,12-May-22,"30,000,000,000","55,390,700,000","25,390,700,000","22,640,700,000","21,772,202,748","868,497,252",10-Nov-22,182,,,,96.164,7.693,8,8.16,"-7,359,300,000",0.755
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,26-May-22,"30,000,000,000","41,876,800,000","11,876,800,000","11,626,800,000","11,181,377,292","445,422,708",24-Nov-22,182,,,,96.169,7.683,7.989,8.149,"-18,373,200,000",0.388
,,,,,,, -   ,,,,,,,,,, -   ,
,10-Jun-22,"30,000,000,000","54,718,300,000","24,718,300,000","37,718,300,000","36,098,299,015","1,620,000,985",09-Dec-22,182,,,,95.705,8.614,9,9.203,"7,718,300,000",1.257
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,23-Jun-22,"30,000,000,000","52,461,700,000","22,461,700,000","22,811,700,000","21,852,239,898","959,460,102","44,917",182,,,,95.794,8.435,8.805,9,"-7,188,300,000",0.76
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,07-Jul-22,"45,000,000,000","70,245,100,000","25,245,100,000","26,245,100,000","25,153,828,742","1,091,271,258",05-Jan-23,182,,,,95.842,8.339,8.701,8.89,"-18,754,900,000",0.583
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,21-Jul-22,"45,000,000,000","98,999,400,000","53,999,400,000","73,869,400,000","70,277,869,772","3,591,530,228",19-Jan-23,182,,,,95.138,9.751,10.249,10.512,"28,869,400,000",1.642
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,04-Aug-22,"45,000,000,000","90,403,200,000","45,403,200,000","6,773,200,000","6,451,540,732","321,659,268",02-Feb-23,182,,,,95.251,9.524,9.999,10.25,"-38,226,800,000",0.151
,,,,,,,,,,,,,,,,, -   ,
,18-Aug-22,"45,000,000,000","93,061,900,000","48,061,900,000","47,931,900,000","45,439,441,200","2,492,458,800",16-Feb-23,182,,,,94.8,10.429,11.001,11.304,"2,931,900,000",1.942
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,01-Sep-22,"45,000,000,000","94,008,300,000","49,008,300,000","58,878,300,000","55,685,329,791","3,192,970,209",02-Mar-23,182,,,,94.577,10.876,11.499,11.831,"13,878,300,000",1.597
,,,,,,, -   ,,,,,,,,,, -   ,
,15-Sep-22,"45,000,000,000","63,053,600,000","18,053,600,000","19,598,600,000","18,535,767,922","1,062,832,078",16-Mar-23,182,,,,94.577,10.876,11.499,11.831,"-25,401,400,000",3.217
,,,,,,,,,,,,,,,,, -   ,
,29-Sep-22,"45,000,000,000","71,550,800,000","26,550,800,000","30,121,800,000","28,387,687,974","1,734,112,026",30-Mar-23,182,,,,94.243,11.546,12.251,12.627,"-14,878,200,000",2.375
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,13-Oct-22,"45,000,000,000","46,915,100,000","1,915,100,000","23,285,100,000","21,842,122,353","1,442,977,647",13-Apr-23,182,,,,93.803,12.428,13.249,13.689,"-21,714,900,000",2.015
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,27-Oct-22,"45,000,000,000","72,359,400,000","27,359,400,000","20,930,400,000","19,633,343,112","1,297,056,888",27-Apr-23,182,,,,93.803,12.428,13.249,13.689,"-24,069,600,000",3.457
,,,,,,,,,,,,,,,,, -   ,
,10-Nov-22,"45,000,000,000","52,225,500,000","7,225,500,000","7,470,500,000","7,011,811,300","458,688,700",11-May-23,182,,,,93.86,12.314,13.119,13.551,"-37,529,500,000",6.991
,,,,,,,,,,,,,,,,, -   ,
,24-Nov-22,"45,000,000,000","69,439,300,000","24,439,300,000","24,309,300,000","22,872,134,184","1,437,165,816",25-May-23,182,,,,94.088,11.856,12.601,13,"-20,690,700,000",2.856
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,08-Dec-22,"45,000,000,000","85,873,300,000","40,873,300,000","35,643,300,000","33,640,146,540","2,003,153,460",08-Jun-23,182,,,,94.38,11.271,11.942,12.3,"-9,356,700,000",2.409
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,22-Dec-22,"45,000,000,000","78,272,200,000","33,272,200,000","41,642,200,000","39,354,377,532","2,287,822,468",22-Jun-23,182,,,,94.506,11.018,11.659,11.999,"-3,357,800,000",1.88
,,,,,,,,,,,,,,,,, -   ,
,05-Jan-23,"40,000,000,000","118,310,700,000","78,310,700,000","22,110,700,000","20,989,466,403","1,121,233,597",06-Jul-23,182,,,,94.929,10.17,10.713,11.001,"-17,889,300,000",5.351
,,,,,,,,,,,,,,,,, -   ,
,19-Jan-23,"40,000,000,000","67,429,500,000","27,429,500,000","32,229,500,000","30,609,000,740","1,620,499,260",20-Jul-23,182,,,,94.972,10.084,10.617,10.9,"-7,770,500,000",2.092
,,,, -   ,,,,,,,,,,,,, -   ,
,02-Feb-23,"40,000,000,000","40,537,000,000","537,000,000","6,537,000,000","6,220,609,200","316,390,800",03-Aug-23,182,,,,95.16,9.707,10.2,10.461,"-33,463,000,000",6.201
,,,, -   ,,,,,,,,,,,,, -   ,
,17-Feb-23,"40,000,000,000","44,134,700,000","4,134,700,000","13,134,700,000","12,496,090,886","638,609,114",18-Aug-23,182,,,,95.138,9.751,10.249,10.512,"-26,865,300,000",3.36
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,02-Mar-23,"40,000,000,000","41,128,800,000","1,128,800,000","6,128,800,000","5,830,817,744","297,982,256",31-Aug-23,182,,,,95.138,9.751,10.249,10.512,"-33,871,200,000",6.711
,,,,,,,,,,,,,,,,, -   ,
,16-Mar-23,"40,000,000,000.00","42,433,500,000","2,433,500,000","3,933,500,000","3,742,253,230","191,246,770",14-Sep-23,182,,,,95.138,9.751,10.249,10.512,"-36,066,500,000",10.788
,,,,,,,,,,,,,,,,, -   ,
,28-Mar-23,"40,000,000,000","42,342,500,000.00","2,342,500,000.00","3,342,500,000.00","3,179,987,650.00","162,512,350",26-Sep-23,182,,,,95.138,9.751,10.249,10.512,"-36,657,500,000",12.668
,,,,,,,,,,,,,,,,, -   ,
,13-Apr-23,"30,000,000,000.00","41,778,400,000","11,778,400,000","7,778,400,000","7,400,214,192","378,185,808",12-Oct-23,182,,,,95.138,9.751,10.249,10.512,"-22,221,600,000",5.371
,,,,,,,,,,,,,,,,, -   ,
,27-Apr-23,"30,000,000,000.00","131,343,800,000","101,343,800,000","9,943,800,000","9,460,332,444","483,467,556",26-Oct-23,182,,,,95.138,9.751,10.249,10.512,"-20,056,200,000",13.209
,,,,,,,,,,,,,,,,, -   ,
,11-May-23,"30,000,000,000","131,183,500,000","101,183,500,000","7,433,500,000","7,072,380,570","361,119,430",09-Nov-23,182,,,,95.142,9.743,10.24,10.503,"-22,566,500,000",17.648
,,,,,,,,,,,,,,,,, -   ,
,25-May-23,"30,000,000,000.00","132,161,100,000","102,161,100,000","7,161,100,000","6,813,213,762","347,886,238",23-Nov-23,182,,,,95.142,9.743,10.24,10.503,"-22,838,900,000",18.455
,,,,,,,,,,,,,,,,, -   ,
,08-Jun-23,"30,000,000,000","131,760,900,000","101,760,900,000","125,760,900,000","118,660,439,586","7,100,460,414",07-Dec-23,182,,,,88.916,11.114,12.5,12.502,"95,760,900,000",1.048
,,,,,,,,,,,,,,,,,,
,22-Jun-23,"30,000,000,000","254,927,700,000","224,927,700,000","32,777,700,000","31,115,542,833","1,662,157,167",21-Dec-23,182,,,,94.929,10.17,10.713,11.001,"2,777,700,000",7.777
,,,,,,,,,,,,,,,,,,
,06-Jul-23,"50,000,000,000","165,728,800,000","115,728,800,000","43,678,800,000","41,463,848,052","2,214,951,948",04-Jan-24,182,,,,94.929,10.17,10.713,11.001,"-6,321,200,000",3.794
,,,,,,,,,,,,,,,,,,
,20-Jul-23,"40,000,000,000","215,894,200,000","175,894,200,000","36,594,200,000","34,724,236,380","1,869,963,620",18-Jan-24,182,,,,94.89,10.248,10.8,11.092,"-3,405,800,000",5.9
,,,,,,,,,,,,,,,,, -   ,
,03-Aug-23,"70,000,000,000","275,674,800,000","205,674,800,000","38,674,800,000","36,698,517,720","1,976,282,280",01-Feb-24,182,,,,94.89,10.248,10.8,11.092,"-31,325,200,000",7.128
,,,,,,,,,,,,,,,,, -   ,
,17-Aug-23,"40,000,000,000","188,695,700,000","148,695,700,000","13,795,700,000","13,109,363,925","686,336,075",15-Feb-24,182,,,,95.025,9.977,10.5,10.776,"-26,204,300,000",13.678
,,,,,,,,,,,,,,,,, -   ,
,31-Aug-23,"40,000,000,000","139,422,200,000","99,422,200,000","124,422,200,000","117,397,322,588","7,024,877,412",29-Feb-24,182,,,,94.354,11.323,12.001,12.362,"84,422,200,000",1.121
,,,,,,,,,,,,,,,,, -   ,
,14-Sep-23,"40,000,000,000","230,364,600,000","190,364,600,000","149,864,600,000","141,403,244,684","8,461,355,316",14-Mar-24,182,,,,94.354,11.323,12.001,12.362,"109,864,600,000",1.537
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,27-Sep-23,"40,000,000,000","109,612,000,000","69,612,000,000","94,612,000,000","89,270,206,480","5,341,793,520",28-Mar-24,182,,,,94.354,11.323,12.001,12.362,"54,612,000,000",1.159
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,12-Oct-23,"40,000,000,000","178,800,100,000","138,800,100,000","149,800,100,000","141,342,386,354","8,457,713,646",11-Apr-24,182,,,,94.354,11.323,12.001,12.362,"109,800,100,000",1.194
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,26-Oct-23,"40,000,000,000","66,778,400,000","26,778,400,000","52,778,400,000","49,798,531,536","2,979,868,464",25-Apr-24,182,,,,94.354,11.323,12.001,12.362,"12,778,400,000",1.265
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,09-Nov-23,"40,000,000,000","171,242,500,000","131,242,500,000","156,242,500,000","147,421,048,450","8,821,451,550",09-May-24,182,,,,94.354,11.323,12.001,12.362,"116,242,500,000",1.096
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,23-Nov-23,"40,000,000,000","137,318,400,000","97,318,400,000","122,318,400,000","115,412,303,136","6,906,096,864",23-May-24,182,,,,94.354,11.323,12.001,12.362,"82,318,400,000",1.123
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,07-Dec-23,"40,000,000,000","66,982,000,000","26,982,000,000","48,982,000,000","46,216,476,280","2,765,523,720",06-Jun-24,182,,,,94.354,11.323,12.001,12.362,"8,982,000,000",1.367
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,21-Dec-23,"40,000,000,000","95,042,700,000","55,042,700,000","85,042,700,000","80,241,189,158","4,801,510,842",20-Jun-24,182,,,,94.354,11.323,12.001,12.362,"45,042,700,000",1.118
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,04-Jan-24,"40,000,000,000","59,930,400,000","19,930,400,000","41,930,400,000","39,563,009,616","2,367,390,384",04-Jul-24,182,,,,94.354,11.323,12.001,12.362,"1,930,400,000",1.429
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,18-Jan-24,"40,000,000,000","73,670,000,000","33,670,000,000","41,670,000,000","39,363,565,500","2,306,434,500",18-Jul-24,182,,,,94.465,11.1,11.751,12.097,"1,670,000,000",1.768
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,01-Feb-24,"40,000,000,000","49,753,300,000","9,753,300,000","27,753,300,000","26,155,542,519","1,597,757,481",01-Aug-24,182,,,,94.243,11.546,12.251,12.627,"-12,246,700,000",1.793
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,15-Feb-24,"40,000,000,000","68,429,000,000","28,429,000,000","28,929,000,000","27,295,668,660","1,633,331,340",15-Aug-24,182,,,,94.354,11.323,12.001,12.362,"-11,071,000,000",2.365
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,29-Feb-24,"40,000,000,000","91,849,100,000","51,849,100,000","22,849,100,000","21,559,039,814","1,290,060,186",29-Aug-24,182,,,,94.354,11.323,12.001,12.362,"-17,150,900,000",4.02
,,,,,,, -   ,,,,,,,,,, -   ,
,14-Mar-24,"40,000,000,000","52,472,500,000","12,472,500,000","12,472,500,000","11,768,302,650","704,197,350",12-Sep-24,182,,,,94.354,11.323,12.001,12.362,"-27,527,500,000",4.207
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,28-Mar-24,"40,000,000,000","98,792,500,000","58,792,500,000","28,792,500,000","27,166,875,450","1,625,624,550",26-Sep-24,182,,,,94.354,11.323,12.001,12.362,"-11,207,500,000",
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,12-Apr-24,"40,000,000,000","57,646,500,000","17,646,500,000","22,646,500,000","21,373,766,700","1,272,733,300",11-Oct-24,182,,,,94.38,11.323,12.001,12.362,"-17,353,500,000",2.545
,,,, -   ,,, -   ,,,,,,,,,, -   ,
,25-Apr-24,"40,000,000,000","62,988,800,000","22,988,800,000","29,988,800,000","28,229,357,104","1,759,442,896",24-Oct-24,182,,,,94.133,11.766,12.5,12.891,"-10,011,200,000",2.1
